Directorate,Sub Directorate,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Northcote Developments Limited,544.80,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,MHA Care Group t/a Morel Court,547.47,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,548.01,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,557.39,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,557.84,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,559.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,560.41,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,562.32,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,565.75,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,566.94,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,572.64,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,572.90,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Acorn Luxury Care Limited,579.82,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,593.31,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Beatrice Webb Residential Home,598.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,605.60,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,605.60,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,The Manor House St Hilary Limited T/A The Manor House,606.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,606.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,607.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,612.66,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,616.01,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,619.13,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,622.04,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,MHA Care Group t/a Morel Court,622.61,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,623.95,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,624.19,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,624.19,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,624.19,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,624.19,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,634.20,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,646.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,648.26,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Oakville Care Limited t/a Romilly Nursing Home,667.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,684.15,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,695.59,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,736.79,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,736.79,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,761.94,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),818.22,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Forge Care Homes Limited t/a The Forge Care Centre,925.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Waverley Care Centre Limited,926.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,"1,070.28",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,215489,Leonard Cheshire Disability,"1,319.31",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,507.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,547.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,547.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,561.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,571.45,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,583.42,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,793.10,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Leonard Cheshire Disability,"1,248.73",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,340.33",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,"1,780.75",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Care 4 U (Neath) Limited,"1,806.90",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Amethyst Healthcare Limited t/a Hillstone House,"1,874.12",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Valebrook Care Homes Limited,"1,909.55",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,216179,Voyage 1 Limited t/a Brook Lodge,"2,606.71",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Consensus Support Services Limited t/a Ty Machen,"2,353.68",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,523.15,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,534.51,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Glasallt Fawr Camphill Centre,"1,046.12",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"1,056.04",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,The Cedars Care Services Limited T/A Oaklands,"1,092.99",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Vale Phoenix Limited,"1,145.13",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Ocean Community Services Limited t/a Westminster Court Care Home,"1,152.42",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Vale Phoenix Limited,"1,184.41",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Heatherleigh Care Limited t/a 106 Splott Road,"1,296.52",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,The Cedars Care Services Limited t/a The Cedars,"1,446.35",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Valebrook Care Homes Limited,"1,492.18",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Valebrook Care Homes Limited,"1,522.85",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,548.83",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Heatherleigh Care Limited t/a 106 Splott Road,"1,656.71",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,The Cedars Care Services Limited t/a The Cedars,"1,669.12",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Valebrook Care Homes Limited,"1,750.87",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,779.76",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,821.45",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Valebrook Care Homes Limited,"1,861.19",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Valebrook Care Homes Limited,"1,910.35",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,The Cedars Care Services Limited t/a Sycamore House,"1,915.42",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Accomplish Group Limited,"1,928.22",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Valebrook Care Homes Limited,"2,116.17",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"2,235.31",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Accomplish Group Limited,"2,271.33",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,217909,Ocean Community Services Limited t/a Beech House,"2,340.22",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,Hafod Care Association Limited,645.50,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,Isman & Kinze Essa T/A Haven House,507.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,Liam George t/a Claremont Care Home,523.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,523.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,Adriana Limited T/A The Priory Nursing Home,608.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,J and P Residential Homes Limited T/A Monkstone House,622.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,622.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,Waverley Care Centre Limited,783.12,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218321,Waverley Care Centre Limited,814.04,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.06,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,HC-One Limited t/a Quarry Hall,503.75,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Northcote Developments Limited,506.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Northcote Developments Limited,508.88,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Baltimore Care Limited,511.70,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hebron Hall Limited,514.21,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.51,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,E & E Homes Limited T/A Cliffhaven Residential Home,515.71,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.07,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Baltimore Care Limited,518.26,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hebron Hall Limited,519.51,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Baltimore Care Limited,520.13,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,520.61,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,524.57,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,524.89,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,525.72,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,528.68,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,530.75,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.49,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Northcote Developments Limited,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hebron Hall Limited,534.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,535.57,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,541.83,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),542.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Baltimore Care Limited,543.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hebron Hall Limited,549.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,561.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,564.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Baltimore Care Limited,569.39,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),574.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,576.59,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Middlepatch Limited T/A College Fields Nursing Home,581.34,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,590.58,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,602.41,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,613.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,620.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,625.98,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,637.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Barchester Healthcare Homes Limited t/a Bryn Ivor Lodge Care Home,640.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,658.49,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),660.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,David Austin t/a Silverdale,660.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,E & E Homes Limited T/A Cliffhaven Residential Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,E & E Homes Limited T/A Cliffhaven Residential Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Forge Care Homes Limited t/a The Forge Care Centre,680.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,682.50,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,705.89,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,734.73,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,735.94,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,736.79,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,746.75,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hafod Care Association Limited t/a Woodcroft Care Home,750.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,760.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Middlepatch Limited T/A College Fields Nursing Home,780.52,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,784.67,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),803.38,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Waverley Care Centre Limited,814.04,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Forge Care Homes Limited t/a The Forge Care Centre,843.66,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Forge Care Homes Limited t/a The Forge Care Centre,925.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Forge Care Homes Limited t/a The Forge Care Centre,925.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,215.25",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,"2,405.80",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,"2,463.17",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/09/2019,218419,Hafod Care Association Limited t/a Woodcroft Care Home,"3,214.29",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10/09/2019,260210,Liquid Personnel Limited,"1,368.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10/09/2019,260255,Smooth Starts Plus Limited,777.00,Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10/09/2019,260255,Neal Social Care Limited,844.33,Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10/09/2019,260255,Neal Social Care Limited,993.33,Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,G.P.H.I.T (Integrated Services) Limited,649.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,G.P.H.I.T (Integrated Services) Limited,715.60,Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,G.P.H.I.T (Integrated Services) Limited,"1,320.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,G.P.H.I.T (Integrated Services) Limited,"1,518.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,G.P.H.I.T (Integrated Services) Limited,"1,885.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,G.P.H.I.T (Integrated Services) Limited,"2,137.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,Paul Robinson & Ptn T/A RM Scaffolding,"1,050.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,Michael Bryl & Ptn T/A CW Facilities Management,"1,086.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303931,Paul Robinson & Ptn T/A RM Scaffolding,"1,250.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,303950,ADC Fire Systems Limited,735.61,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10/09/2019,304103,AKW Medi-Care Limited,603.97,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10/09/2019,304103,Calibre Contracting Limited,"1,349.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10/09/2019,305831,SMK Building & Maintenance Limited,"10,317.39",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10/09/2019,305836,SMK Building & Maintenance Limited,"7,477.68",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,305876,LNC Floor Coverings Limited,"2,377.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,305876,LNC Floor Coverings Limited,"7,025.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,305876,Michael Bryl & Ptn T/A CW Facilities Management,"8,784.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10/09/2019,305877,WWS 1987 Limited T/A Welsh Window Systems,"16,265.00",Revenue,
