DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,GJ Care & Training Limited,928.16,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,Hallows Care Limited T/A Hallows Care,953.44,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,Hallows Care Limited T/A Hallows Care,"1,015.04",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,Cartrefi Cymru Co-Operative Limited,"1,234.68",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,Cartrefi Cymru Co-Operative Limited,"1,600.82",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,Cartrefi Cymru Co-Operative Limited,"3,269.76",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,Cartrefi Cymru Co-Operative Limited,"4,904.64",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,April Complete Care Solutions Limited,518.81,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,April Complete Care Solutions Limited,534.12,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,April Complete Care Solutions Limited,589.31,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,Vale Care Services Limited,561.02,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,215489,Vale Care Services Limited,561.02,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,216179,Hallows Care Limited T/A Hallows Care,532.16,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,216179,1st Grade Care Limited,945.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,216179,1st Grade Care Limited,"1,130.48",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,216179,Staff Management Limited t/a Active Assistance,"6,489.72",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,GJ Care & Training Limited,909.68,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Heidi Christoforato t/a Churchfields Home Care,922.56,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,987.74,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,"1,123.98",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,"1,192.10",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,"1,975.48",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,"2,043.60",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,"8,262.57",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,"8,262.57",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,"8,360.51",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,Cartrefi Cymru Co-Operative Limited,"8,360.51",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,April Complete Care Solutions Limited,506.20,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,April Complete Care Solutions Limited,635.00,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/09/2022,217909,April Complete Care Solutions Limited,878.78,REVENUE,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,08/09/2022,239281,PSL Print Management Limited,577.51,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,TRADING - BUILDING,08/09/2022,303000,Egan Waste Services Limited,"-1,320.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,08/09/2022,303910,Hays Specialist Recruitment Limited,675.59,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/09/2022,323686,G2 Recruitment Solutions Limited,"1,230.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/09/2022,325097,Tom Prichard Contracting Limited,"1,162.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/09/2022,325097,Tom Prichard Contracting Limited,"1,462.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/09/2022,325392,Tom Prichard Contracting Limited,"1,462.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/09/2022,325392,Tom Prichard Contracting Limited,"1,462.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/09/2022,325810,Tom Prichard Contracting Limited,"1,462.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/09/2022,325810,Tom Prichard Contracting Limited,"1,462.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/09/2022,333013,Ace Site Services (UK) Limited,670.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/09/2022,333013,Ace Site Services (UK) Limited,"1,200.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/09/2022,333500,Ace Site Services (UK) Limited,"2,800.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,08/09/2022,350740,Local Government Data Unit - Wales T/A Data Cymru,"5,200.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,08/09/2022,359750,APL Media Limited,"3,645.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,08/09/2022,365763,PSL Print Management Limited,764.21,REVENUE,
REGULATORY SERVICES SHARED SERVICES,CLOSED COST CENTRES,08/09/2022,403102,Harcourt Litho Limited,"1,441.34",REVENUE,
REGULATORY SERVICES SHARED SERVICES,COMMERCIAL SERVICES,08/09/2022,403206,Harcourt Litho Limited,564.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,08/09/2022,407100,PSL Print Management Limited,"1,557.67",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA POLICY & PERFORMANCE,08/09/2022,407103,Cwtch Cymru Barry,600.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,08/09/2022,407111,RPA Quantity Surveyors Limited t/a RPA,500.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,08/09/2022,407119,RPA Quantity Surveyors Limited t/a RPA,"3,205.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,08/09/2022,407119,Hays Specialist Recruitment Limited,"1,273.14",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,08/09/2022,407203,Pegasus Maintenance Services Limited,760.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/09/2022,420212,PSL Print Management Limited,"1,986.56",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/09/2022,421235,Portfolio Payroll Limited,583.50,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/09/2022,421235,Portfolio Payroll Limited,"1,109.40",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/09/2022,422100,Dorma UK Limited,"2,495.77",REVENUE,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,08/09/2022,812528,Burner Efficiency Services Limited,"13,214.56",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,08/09/2022,842077,ARC Contracting Limited,"3,480.00",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,08/09/2022,842090,Handicare Accessibility Limited,"2,555.00",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,08/09/2022,842126,SMK Building & Maintenance Limited,"123,203.74",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,08/09/2022,842181,RPA Quantity Surveyors Limited t/a RPA,"1,866.67",CAPITAL,
DIRECT CAPITAL POLICY,CAPITAL POLICY,08/09/2022,852531,Tom Prichard Contracting Limited,"1,462.50",CAPITAL,
DIRECT CAPITAL POLICY,CAPITAL POLICY,08/09/2022,852531,Tom Prichard Contracting Limited,"1,462.50",CAPITAL,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,100805,New Directions (Education) Limited,783.58,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101006,Jeffrey Ball T/A Gates N Railings,"1,115.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101006,Jeffrey Ball T/A Gates N Railings,"6,550.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101007,Collaborate & Innovate Limited t/a Cosy,594.95,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101007,PEAC (UK) Limited,"1,275.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101007,White Rose Education Services Limited T/A White Rose Maths,"2,999.10",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101031,3P Learning Limited,"1,128.60",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101031,Muddy Faces Limited,"1,157.35",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101031,New Directions (Education) Limited,783.58,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101094,First Group Enterprises Limited t/a First News Education,594.70,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101095,Biffa Waste Services Limited,653.58,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101095,RM Educational Resources Limited t/a Consortium,671.96,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101095,Howden Joinery Limited,779.42,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101095,Overnet Data Limited,800.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101095,Unique Flooring (Wales) Limited,900.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101095,The Learning Partnership (Wales) Limited,"1,560.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101095,New Directions (Education) Limited,951.50,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101110,Teaching Personnel Limited,609.75,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101134,Twinkl Limited,569.40,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101134,Glamorgan White Lining Limited,"3,095.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101195,Fire Safety Direct Limited,526.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101195,Celtic Teachers Limited,543.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101195,Millennium Personnel Services (Education) Limited t/a MPS Education,762.02,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101213,Findel Education Limited,514.05,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101213,Churches Fire Security Limited,872.67,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101213,GCH Flooring & Designs Limited,"1,229.95",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101213,A & R Contract Cleaning Specialist Limited,"1,473.85",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101213,A & R Contract Cleaning Specialist Limited,"1,473.85",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101216,M & S Mercantile Limited T/A Early Years Resources,762.74,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101229,A & R Contract Cleaning Specialist Limited,"2,389.94",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101229,A & R Contract Cleaning Specialist Limited,"2,389.94",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101229,Millennium Personnel Services (Education) Limited t/a MPS Education,507.48,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101229,Millennium Personnel Services (Education) Limited t/a MPS Education,762.02,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101229,TeacherActive Limited,843.28,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101308,Peyton Travel Limited,780.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101308,A & R Contract Cleaning Specialist Limited,"3,049.39",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101308,A & R Contract Cleaning Specialist Limited,"3,049.39",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101308,Prospero Recruitment Limited,500.08,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101308,Julian Heinam t/a JV Tree Services,595.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,101308,ABC of Opera Limited,"1,009.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/09/2022,103110,Teaching Personnel Limited,500.28,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/09/2022,103110,Prospero Recruitment Limited,598.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/09/2022,103412,Jennifer Griffiths Recruitment & Training Limited,562.50,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/09/2022,104381,Legacy Leisure Limited,840.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,09/09/2022,140126,Sarah Jones T/A Uplifted Wellbeing,"1,540.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,09/09/2022,140127,Jo Williams,"2,362.50",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,209157,NonStop Consulting Limited,745.92,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Hafod Housing Association Limited,532.73,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Hafod Housing Association Limited,"1,028.72",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Vale Care Services Limited,561.02,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Vale Care Services Limited,561.02,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Vale Care Services Limited,561.02,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Vale Care Services Limited,561.02,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Vale Care Services Limited,"1,120.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Vale Care Services Limited,"1,120.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,215489,Vale Care Services Limited,"1,120.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,216179,Staff Management Limited t/a Active Assistance,"6,730.08",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,216181,Direct Healthcare Group Limited,"1,757.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,217909,Susan Heffernan T/A Baruc Guest House,720.00,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,217909,Susan Heffernan T/A Baruc Guest House,765.57,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/09/2022,217909,Walter Standen T/A Standens Contract Hire,"1,264.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260050,Wolfestone Translation Limited,912.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260050,Cansford Laboratories Limited,"1,067.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260050,Wolfestone Translation Limited,"1,740.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260050,JNP Legal Limited,"2,609.82",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260050,Nahla Jamil,729.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260050,Dr Jeanie McIntee t/a CTC Psychologic Services,"1,559.54",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260115,Llamau Limited,"9,259.75",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260116,Bostico International Limited,617.05,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/09/2022,260210,NonStop Consulting Limited,"1,257.61",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,09/09/2022,303900,Grasam Limited T/A C & H Plumbing Supplies,566.90,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,09/09/2022,303900,WWS 1987 Limited T/A Welsh Window Systems,950.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,09/09/2022,303901,Edwin P Beynon,"1,237.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,303930,WWS 1987 Limited T/A Welsh Window Systems,550.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,303930,Geoff Tremblett Plumbing & Heating Limited,701.19,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,303931,O'Leary Decorators Limited,"1,450.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,303931,WWS 1987 Limited T/A Welsh Window Systems,"1,650.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,303931,Edwin P Beynon,"2,262.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,303931,Edwin P Beynon,"2,925.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306334,WWS 1987 Limited T/A Welsh Window Systems,"9,268.40",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306345,Davies Contractors Limited,"7,336.36",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306357,Michael Bryl & Ptn T/A CW Facilities Management,"13,839.25",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306358,Michael Bryl & Ptn T/A CW Facilities Management,"22,811.26",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306360,ARC Electrical Engineering Solutions Limited,"3,643.97",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306360,Michael Bryl & Ptn T/A CW Facilities Management,"35,961.83",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306361,ARC Electrical Engineering Solutions Limited,"2,040.15",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306361,Michael Bryl & Ptn T/A CW Facilities Management,"21,340.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306365,Michael Bryl & Ptn T/A CW Facilities Management,"27,653.16",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,09/09/2022,306378,Ace Site Services (UK) Limited,"20,600.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,UK Telematics Limited,"-2,257.20",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,Fuchs Lubricants (UK) Plc,604.30,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,M & M Commercials Limited,950.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,Econ Engineering Limited,"1,058.10",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,Romaquip Limited,"3,933.89",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,UK Telematics Limited,"5,745.60",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,Gareth Mansbridge t/a Forklift Specialist,990.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,139.82",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,09/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,144.02",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/09/2022,325366,Dragon Asphalt Limited,693.84,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/09/2022,325501,Alpine Land Surveyors Limited,825.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/09/2022,325852,Glamorgan White Lining Limited,"-8,417.65",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,09/09/2022,333013,Ace Site Services (UK) Limited,"1,750.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/09/2022,341123,Cardiff County Council,"27,032.60",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/09/2022,341165,FCC Recycling (UK) Limited,"6,020.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/09/2022,341182,FCC Recycling (UK) Limited,"165,366.80",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/09/2022,341182,FCC Recycling (UK) Limited,"264,094.40",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/09/2022,341500,Cardiff County Council,"33,736.32",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/09/2022,354727,Birketts LLP,"2,250.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/09/2022,354730,The Nestbox Company Limited,669.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/09/2022,354730,Orange Forestry Limited t/a Forest Park & Garden,"3,293.34",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/09/2022,356020,International Parking Systems (UK) Limited,544.56,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/09/2022,356020,International Parking Systems (UK) Limited,615.30,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/09/2022,356020,International Parking Systems (UK) Limited,865.15,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,09/09/2022,356026,Joanna Dainty t/a Everyday Play,750.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,09/09/2022,400050,Fletcher Law Limited,"5,550.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,09/09/2022,400050,Sellick Partnership Limited,"1,624.20",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,09/09/2022,400050,Sellick Partnership Limited,"1,716.80",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,402422,VOG Fire & Security Limited,660.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Pobl Care & Support Limited,"2,960.06",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Pobl Care & Support Limited,"3,095.57",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Pobl Care & Support Limited,"3,869.46",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Llamau Limited,"4,248.24",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Pobl Care & Support Limited,"5,426.11",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Pobl Care & Support Limited,"6,965.04",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Hafod Housing Association Limited,"7,645.49",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Llamau Limited,"9,301.24",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Llamau Limited,"9,782.01",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Llamau Limited,"9,903.70",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Llamau Limited,"10,017.69",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Hafod Housing Association Limited,"10,543.54",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/09/2022,405311,Llamau Limited,"13,098.47",REVENUE,
