DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,-929.76,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,-865.25,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,-851.96,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,-850.23,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,-811.29,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,-755.56,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,-688.83,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,Castell Howell Foods Limited,501.60,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,660.41,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,717.22,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,773.56,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,810.64,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,812.42,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,824.87,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,849.00,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,886.35,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,896.92,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,924.78,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,931.25,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,936.94,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,937.53,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,939.41,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,949.67,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,955.61,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,962.73,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,969.97,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,976.20,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,984.19,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,022.69",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,023.20",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,025.45",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,031.62",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,040.35",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,042.05",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,048.50",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,049.16",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,068.30",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,073.56",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"1,648.19",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212781,VOG All Others EDI - EDF Energy Plc,"2,351.71",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,192.55",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,182.48",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,154.40",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,124.93",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,119.48",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,107.40",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,107.38",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,094.73",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,091.47",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,072.26",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,067.17",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,050.40",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,030.80",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,029.40",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,025.39",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,006.45",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,003.79",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,002.67",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"-1,002.12",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-993.50,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-984.19,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-978.44,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-967.88,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-964.18,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-962.31,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-945.75,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-940.29,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-937.94,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-922.36,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,-897.24,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,860.94,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,884.49,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,899.48,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,901.64,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,924.63,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,925.77,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,930.90,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,939.81,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,943.86,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,945.50,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,946.73,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,952.75,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,963.14,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,965.18,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,965.79,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,987.17,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,990.32,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,991.69,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,010.48",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,018.36",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,026.62",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,036.34",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,038.60",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,039.52",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,051.78",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,063.03",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,065.26",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,068.18",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,096.07",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,122.63",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,212791,VOG All Others EDI - EDF Energy Plc,"1,132.22",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,213271,CJ Contract Travel Services Limited,530.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,213271,CJ Contract Travel Services Limited,555.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,215401,VOG All Others EDI - EDF Energy Plc,765.54,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.36,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,215489,Linc-Cymru Housing Association Limited t/a Ty Coch Care Home,662.58,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,215489,Sunshine Care Limited t/a The Retreat Care Home,503.09,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,215803,VOG All Others EDI - EDF Energy Plc,976.79,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,215803,Dwr Cymru Cyf,"1,507.99",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,217901,Gainsborough Healthcare Group Limited T/A Abacus Healthcare,-968.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10/03/2020,218321,Hafod Housing Association Limited,645.50,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10/03/2020,239054,Premiere Healthcare Limited,"2,948.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10/03/2020,300645,VOG All Others EDI - EDF Energy Plc,"70,919.37",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10/03/2020,325207,VOG All Others EDI - EDF Energy Plc,659.24,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10/03/2020,325852,Conemasters Limited,"1,330.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333013,The Firewood Company (UK) Limited T/A Esa Tree Care,"1,370.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333050,VOG All Others EDI - EDF Energy Plc,677.47,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,100.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333218,Dwr Cymru Cyf,574.51,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333218,VOG All Others EDI - EDF Energy Plc,592.60,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333218,VOG All Others EDI - EDF Energy Plc,763.04,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333500,Avonmore Associates Limited,"1,950.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333550,Ace Site Services (UK) Limited,970.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333600,VOG All Others EDI - EDF Energy Plc,527.05,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,10/03/2020,333600,Dwr Cymru Cyf,694.50,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10/03/2020,341120,Dwr Cymru Cyf,672.36,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10/03/2020,341120,Dwr Cymru Cyf,"1,933.75",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10/03/2020,341260,VOG All Others EDI - EDF Energy Plc,"7,404.27",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,10/03/2020,350711,Girl & Boy Design Limited,"3,425.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,10/03/2020,350736,VOG All Others EDI - EDF Energy Plc,"1,885.22",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,10/03/2020,352718,VOG All Others EDI - EDF Energy Plc,733.21,Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,10/03/2020,354037,Hallmaster Limited,531.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,10/03/2020,356020,VOG All Others EDI - EDF Energy Plc,844.75,Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,10/03/2020,359371,The Federation of Disability Sports Wales Limited,570.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,10/03/2020,365761,Newsquest Media (Southern) Limited T/A Newsquest Midlands Wales & South West,738.40,Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,10/03/2020,365786,New Adventure Travel Limited,"19,274.58",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,10/03/2020,365796,New Adventure Travel Limited,"11,737.50",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,10/03/2020,400050,Thomson Reuters (Professional) Limited T/A Sweet and Maxwell,"-6,921.57",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,10/03/2020,400050,Thomson Reuters (Professional) Limited T/A Sweet and Maxwell,"6,376.31",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,10/03/2020,402421,VOG All Others EDI - EDF Energy Plc,616.34,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,10/03/2020,403138,J French Consultants and IDB Limited,"1,107.65",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,10/03/2020,403177,Veterinary Locums South Wales Limited,594.25,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,10/03/2020,403177,Veterinary Locums South Wales Limited,"1,165.75",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,10/03/2020,403207,Minton Treharne & Davies Limited,"2,081.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,10/03/2020,403218,Greenway Equine Veterinary Services Limited,"2,178.06",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,10/03/2020,403218,Herongrange Security & Systems Limited,"23,483.50",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,10/03/2020,403218,G.R. Hallifield Farmers Limited,"43,050.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,"-2,046.38",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,"-1,334.68",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,"-1,065.29",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-998.09,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-960.84,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-947.99,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-946.71,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-945.87,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-939.75,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-880.65,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-876.16,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-872.81,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-865.53,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-852.53,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-851.96,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-830.98,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-822.57,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-806.64,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-805.54,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-798.17,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-792.31,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10/03/2020,407150,VOG All Others EDI - EDF Energy Plc,-762.87,Revenue,
