DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/02/2021,101300,Oxford University Press,500.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/02/2021,101031,Bay Resourcing Limited,-625.40,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/02/2021,101065,Teaching Personnel Limited,532.60,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/02/2021,101094,New Directions (Education) Limited,908.60,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/02/2021,101315,Teaching Personnel Limited,954.60,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/02/2021,323686,Hays Specialist Recruitment Limited,"1,329.65",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05/02/2021,325682,Hays Specialist Recruitment Limited,"1,497.72",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,05/02/2021,422160,Hays Specialist Recruitment Limited,"1,106.89",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,05/02/2021,422160,Hays Specialist Recruitment Limited,"1,153.66",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/02/2021,217909,Glasallt Fawr Camphill Centre,"11,249.49",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/02/2021,217909,Grove Care Partnership Limited T/A Ty Hendy,"12,127.96",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/02/2021,217909,Glasallt Fawr Camphill Centre,"13,699.03",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/02/2021,217909,Glasallt Fawr Camphill Centre,"13,708.54",Revenue,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,05/02/2021,190056,Susan Rosser T/A Les Tous Petits/Grands Childcare Scheme,850.00,Revenue,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,05/02/2021,190056,Mount Pleasant Playgroup,500.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Platfform For Change,"2,808.60",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Taff Housing Association,"2,938.48",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Atal Y Fro,"3,101.70",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Platfform For Change,"3,482.47",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Platfform For Change,"3,946.72",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Platfform For Change,"4,381.60",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Platfform For Change,"4,871.25",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Taff Housing Association,"4,933.65",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Atal Y Fro,"7,292.75",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Taff Housing Association,"11,580.10",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05/02/2021,405301,Atal Y Fro,"33,704.31",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,509.94,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,iMeUs Healthcare Limited,522.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,iMeUs Healthcare Limited,579.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,604.52,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Annwyl Limited t/a Bluebird Care,615.09,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,616.88,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Parkrow Care Limited,623.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Parkrow Care Limited,623.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,iMeUs Healthcare Limited,630.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Parkrow Care Limited,639.50,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,655.34,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,655.34,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,iMeUs Healthcare Limited,684.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Annwyl Limited t/a Bluebird Care,684.66,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Annwyl Limited t/a Bluebird Care,702.04,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Parkrow Care Limited,702.10,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Annwyl Limited t/a Bluebird Care,724.30,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,736.44,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,iMeUs Healthcare Limited,738.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,764.96,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,iMeUs Healthcare Limited,792.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Parkrow Care Limited,799.34,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Annwyl Limited t/a Bluebird Care,805.23,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Annwyl Limited t/a Bluebird Care,822.53,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,855.68,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Willowmere Home Care Agency Limited,876.15,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,iMeUs Healthcare Limited,954.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,iMeUs Healthcare Limited,"1,188.00",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Annwyl Limited t/a Bluebird Care,"1,297.60",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,216179,Willowmere Home Care Agency Limited,500.78,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,216179,Willowmere Home Care Agency Limited,779.97,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,100304,A-Day Consultants Limited T/A Academics,585.70,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,100304,A & R Contract Cleaning Specialist Limited,"1,240.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101030,A-Day Consultants Limited T/A Academics,933.60,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101030,A-Day Consultants Limited T/A Academics,933.60,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101030,A-Day Consultants Limited T/A Academics,933.60,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101030,A-Day Consultants Limited T/A Academics,933.60,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101030,A-Day Consultants Limited T/A Academics,"1,036.25",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101030,A-Day Consultants Limited T/A Academics,"1,344.20",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101032,Monmouthshire Timber Supplies Limited,656.34,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101032,DSG Retail Limited,"3,320.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101145,PEAC (UK) Limited,558.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101145,A & R Contract Cleaning Specialist Limited,"1,052.75",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101180,Superstars School Services Limited,"1,699.32",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101229,1st Office Equipment Limited,"1,512.77",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101308,Taro Nod Limited,550.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,102593,Education Staffing Partnership Limited,893.54,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,102593,Reed Specialist Recruitment Limited,992.10,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,103030,A-Day Consultants Limited T/A Academics,601.80,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,103030,A-Day Consultants Limited T/A Academics,615.90,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,103030,A-Day Consultants Limited T/A Academics,807.10,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,103030,A-Day Consultants Limited T/A Academics,909.75,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,103030,A-Day Consultants Limited T/A Academics,909.75,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,103285,Cooke and Arkwright Limited,"-80,818.10",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,103285,Cooke and Arkwright Limited,"91,461.21",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),503.97,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),741.29,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,215489,Cwtch Care Limited,764.44,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/02/2021,216179,National Autistic Society,589.25,Revenue,
DIRECT YOS,GF YOS,08/02/2021,221305,Unitas Academy Limited,750.00,Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,777.98,Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,777.98,Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,794.01,Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Compass Fostering Wales Limited,"1,778.60",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,545.16",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,617.31",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,619.31",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,679.12",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,683.52",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"2,722.32",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"2,722.32",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,757.17",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"2,963.04",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,978.09",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,980.04",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,980.04",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,980.04",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,162.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,166.34",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,235.96",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Regional Foster Placements Limited,"3,255.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Compass Fostering Wales Limited,"3,257.79",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Compass Fostering Wales Limited,"3,257.79",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Compass Fostering Wales Limited,"3,257.79",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,351.10",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,516.33",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,516.33",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,516.33",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,516.33",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,516.33",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,516.33",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,516.33",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,538.34",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Foster Care Associates Limited,"3,623.28",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Foster Care Associates Limited,"3,735.50",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,752.24",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,827.26",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"3,827.26",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,TLC (Wales) Independent Fostering Limited,"3,923.09",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Foster Care Associates Limited,"3,977.92",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,140.86",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"5,249.44",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Mulberry Foster Care Limited,"5,292.14",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Pathway Care Limited T/A Calon Cymru Fostering,"5,843.88",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,The National Fostering Agency Limited,"6,045.93",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Red Kite Fostering Limited,"6,332.14",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Red Kite Fostering Limited,"7,851.86",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Stepping Stones Care Services (South Wales) Limited,"12,400.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Foster Care Group Wales Cyf,"13,797.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Landsker Child Care Limited,"16,685.48",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Landsker Child Care Limited,"16,872.69",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Hafan Saff Cyf,"17,692.13",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Aropa Care Group Limited,"18,000.08",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Birribi Limited,"18,000.08",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260060,Bryn Melyn Care Limited,"28,776.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260130,PayPoint Payment Services Limited t/a CSGA Glamorgan,"1,186.35",Revenue,
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,08/02/2021,301062,G.P.H.I.T (Integrated Services) Limited,720.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325350,Ran Hire and Sales Limited,784.15,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325366,Kordel Limited,506.25,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325366,Garth Plant & Sons Limited,"1,072.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325366,Garth Plant & Sons Limited,"1,137.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325366,Kordel Limited,"2,426.69",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325378,Garth Plant & Sons Limited,"1,292.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325378,Kordel Limited,"3,025.57",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325382,Garth Plant & Sons Limited,"1,332.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325382,Garth Plant & Sons Limited,"1,397.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325382,Kordel Limited,"1,619.03",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325382,Kordel Limited,"2,426.69",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,325851,Kordel Limited,666.50,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/02/2021,333013,Ace Site Services (UK) Limited,567.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/02/2021,333013,Ace Site Services (UK) Limited,900.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/02/2021,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,750.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/02/2021,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,840.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/02/2021,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"3,360.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/02/2021,333500,Tudor (UK) Limited T/A Tudor Environmental,"1,147.10",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,08/02/2021,355716,Horizon Civil Engineering Limited,"2,492.80",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,08/02/2021,365789,Blue Transportation Limited,"2,660.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,08/02/2021,365790,Blue Transportation Limited,875.00,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,08/02/2021,400063,Sky UK Limited,"1,303.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,08/02/2021,402500,Direct Healthcare Group Limited,"2,580.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,08/02/2021,402500,Direct Healthcare Group Limited,"2,765.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/02/2021,405100,D2 Propco Limited,560.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/02/2021,405116,TransUnion International UK Limited,500.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/02/2021,405116,TransUnion International UK Limited,500.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/02/2021,405116,TransUnion International UK Limited,500.00,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/02/2021,421230,Complete Business Solutions Group Limited,657.00,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/02/2021,421230,ICS Cool Energy Limited,"2,947.00",Revenue,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,08/02/2021,812311,365 ITMS Limited,"1,361.22",Capital,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,08/02/2021,812372,Daisy Day Nurseries Limited T/A Camp Coconuts,"10,000.00",Capital,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,08/02/2021,812423,Daisy Day Nurseries Limited,"9,220.00",Capital,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,341123,Cardiff County Council,"4,379.22",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/02/2021,341500,Cardiff County Council,"34,925.69",Revenue,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,08/02/2021,812372,Rachel Bennett & Ptn t/a St Peters Playgroup,"7,800.00",Capital,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,260150,Rebecca Lavender,"1,843.20",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/02/2021,209151,Cardiff & Vale University Local Health Board,"10,000.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,100304,Teaching Personnel Limited,544.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,100304,Teaching Personnel Limited,544.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,100304,Teaching Personnel Limited,544.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,100304,Teaching Personnel Limited,544.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,100304,Teaching Personnel Limited,954.60,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101031,Bay Resourcing Limited,625.40,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101308,New Directions (Education) Limited,901.20,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,101308,New Directions (Education) Limited,901.20,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,102593,Teaching Personnel Limited,544.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,102593,Teaching Personnel Limited,544.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,102593,Teaching Personnel Limited,544.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,08/02/2021,102593,Teaching Personnel Limited,544.25,Revenue,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,08/02/2021,102604,New Directions (Education) Limited,925.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,08/02/2021,103094,Apollo Teaching Services Limited,918.35,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,08/02/2021,400050,Sellick Partnership Limited,"1,363.53",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,08/02/2021,400050,Sellick Partnership Limited,"1,668.35",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,08/02/2021,400050,Sellick Partnership Limited,"1,895.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/02/2021,421230,Hays Specialist Recruitment Limited,"1,955.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,08/02/2021,319010,Ceri Williams t/a Mobile Tyre Services,582.72,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,08/02/2021,319010,Ceri Williams t/a Mobile Tyre Services,"1,201.85",Revenue,
