DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/10/2020,100401,Teachers Pensions,"3,521.09",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/10/2020,100402,Cardiff County Council,"7,372.34",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/10/2020,100402,Teachers Pensions,"2,499.21",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/10/2020,100403,Cardiff County Council,708.88,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/10/2020,100405,Cardiff County Council,"1,417.79",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/10/2020,100406,Teachers Pensions,"1,106.46",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101004,New Directions (Education) Limited,596.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101005,New Directions (Education) Limited,"1,239.90",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101025,Solutions in Technology Limited,-763.33,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101025,Happy Embroidery Limited,625.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101025,Cardiff County Council,"1,980.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101047,New Directions (Education) Limited,596.45,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101047,New Directions (Education) Limited,757.50,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101094,A-Day Consultants Limited T/A Academics,819.50,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101094,A-Day Consultants Limited T/A Academics,874.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101095,A-Day Consultants Limited T/A Academics,633.30,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101095,New Directions (Education) Limited,507.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101180,EDF Energy Plc,655.03,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101180,Dwr Cymru Cyf,"1,451.10",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101180,Superstars School Services Limited,"2,265.76",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101180,Superstars School Services Limited,"2,265.76",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,101308,A & R Contract Cleaning Specialist Limited,"2,803.51",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,102593,Apple Retail UK Limited,513.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,102593,BOF Group Limited T/A BOF,"2,457.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,102593,CCS Media Limited,"3,720.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/10/2020,102593,David S Jarman & Ptn t/a Solution Express,530.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,09/10/2020,102636,Empowering Learning Limited,521.60,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,09/10/2020,102636,Empowering Learning Limited,521.60,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,09/10/2020,103013,New Directions (Education) Limited,965.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,213505,National Autistic Society,"6,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,213505,Procare Nursing Agency Limited,"66,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,June Zehetmayr t/a Tower Hill Residential Home,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,The Manor House St Hilary Limited T/A Milsom House,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,The Manor House St Hilary Limited T/A Milsom House,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,The Manor House St Hilary Limited T/A Milsom House,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,The Manor House St Hilary Limited T/A Milsom House,634.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,906.57,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,The Manor House St Hilary Limited T/A Milsom House,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,The Manor House St Hilary Limited T/A Milsom House,"1,269.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,359.86",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,359.86",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"1,813.14",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Hebron Hall Limited,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,The Manor House St Hilary Limited T/A Milsom House,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,The Manor House St Hilary Limited T/A Milsom House,"1,903.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"2,266.43",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"2,538.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"3,173.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"3,173.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"3,173.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"3,173.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"4,442.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"4,442.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"4,442.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"4,442.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"4,442.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"4,442.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"4,442.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215022,Waverley Care Centre Limited,"4,442.20",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Heidi Christoforato t/a Churchfields Home Care,506.43,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Heidi Christoforato t/a Churchfields Home Care,709.18,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,All Care (South Wales) Limited,848.30,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,All Care (South Wales) Limited,848.30,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,All Care (South Wales) Limited,858.28,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,All Care (South Wales) Limited,948.10,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,All Care (South Wales) Limited,"1,167.66",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,All Care (South Wales) Limited,"1,167.66",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Hafod Housing Association Limited,528.52,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,589.04,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,632.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,689.02,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Hafod Housing Association Limited,810.88,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,574.28,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,574.28,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,656.32,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,656.32,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,216179,All Care (South Wales) Limited,838.32,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,216179,All Care (South Wales) Limited,838.32,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,216179,All Care (South Wales) Limited,928.14,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,216179,All Care (South Wales) Limited,928.14,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09/10/2020,217909,Heidi Christoforato t/a Churchfields Home Care,676.82,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,817.86",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,897.74",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,899.96",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,966.17",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,971.04",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,052.58",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Regional Foster Placements Limited,"3,150.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Compass Fostering Wales Limited,"3,152.70",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Compass Fostering Wales Limited,"3,152.70",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,297.17",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,297.17",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,299.33",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,299.33",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,299.33",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Foster Care Associates Limited,"3,506.40",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,TLC (Wales) Independent Fostering Limited,"3,528.30",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,582.67",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Foster Care Associates Limited,"3,615.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,584.52",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,654.34",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Mulberry Foster Care Limited,"5,121.43",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"5,811.88",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"6,470.01",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Pathway Care Limited T/A Calon Cymru Fostering,"8,414.02",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Hafan Saff Cyf,"17,121.42",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Landsker Child Care Limited,"18,428.02",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Landsker Child Care Limited,"18,473.21",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,St Davids ASC (Marlowe) Limited,"18,821.45",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Orbis Education and Care Limited,"24,327.38",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Barnardos Cymru,"2,978.57",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,The Adolescent & Childrens Trust,"3,248.70",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,The Adolescent & Childrens Trust,"3,248.70",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,The Adolescent & Childrens Trust,"3,248.70",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260060,Barnardos Cymru,"3,595.71",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260156,Cardiff & Vale University Local Health Board,"6,142.71",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260255,Catchpoint Consultancy Community Interest Company t/a Catchpoint,-585.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260260,Frontline Staffing Limited,"1,443.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09/10/2020,260260,Frontline Staffing Limited,"1,506.90",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09/10/2020,325566,Marshalls Mono Limited,"1,624.61",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,09/10/2020,400063,365 ITMS Limited,"9,782.24",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405004,HSG Facilities Management Limited,"3,158.40",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Llamau Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Llamau Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Llamau Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Llamau Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Llamau Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Llamau Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Llamau Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Llamau Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,JET Developments Limited t/a Jet Let,730.17,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,ACTL Limited,830.80,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Lyndon Mustoe,"2,017.76",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Lyndon Mustoe,"2,032.60",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09/10/2020,405100,Lyndon Mustoe,"2,092.11",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/10/2020,421230,BlueFort Security Limited,"11,615.10",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/10/2020,421230,Softcat Limited,"20,781.25",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/10/2020,421230,Hays Specialist Recruitment Limited,500.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/10/2020,421230,Hays Specialist Recruitment Limited,"1,275.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/10/2020,421230,Hays Specialist Recruitment Limited,"1,275.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09/10/2020,421230,Hays Specialist Recruitment Limited,"2,343.75",REVENUE,
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,09/10/2020,471921,B.C.B. International Limited,"2,880.00",REVENUE,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,09/10/2020,812378,Elliott Electrical (Bridgend) Limited,"39,901.87",CAPITAL,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,09/10/2020,812382,KS Barry (Plumbing & Heating) Limited,"29,993.30",CAPITAL,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,09/10/2020,812389,KS Barry (Plumbing & Heating) Limited,"56,863.68",CAPITAL,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,09/10/2020,812401,KS Barry (Plumbing & Heating) Limited,"35,587.32",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,09/10/2020,831568,Cyclepods Limited,549.00,CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,09/10/2020,842164,RPA Quantity Surveyors Limited t/a RPA,"1,000.00",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,09/10/2020,842300,RPA Quantity Surveyors Limited t/a RPA,"4,656.57",CAPITAL,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,09/10/2020,845003,Handicare Accessibility Limited,"3,840.00",CAPITAL,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,09/10/2020,845003,ASW Property Services Limited,"10,709.79",CAPITAL,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,12/10/2020,100304,A & R Contract Cleaning Specialist Limited,"1,260.00",REVENUE,
